t,year,earth_arrivals_tons,rocket_arrivals_tons,elevator_arrivals_tons,rocket_trips,isru_production_tons,total_supply_tons,isru_share,cumulative_city_tons,capacity_tpy
97,2058.0833333333335,34873.208894757736,19956.54222809107,14916.666666666666,100.0,0.0,34873.208894757736,0.0,15103138.46576378,8048751.220522172
98,2058.1666666666665,34913.34882941185,19996.682162745186,14916.666666666666,100.0,682481.7917708657,717395.1406002776,0.9513331679383856,15277705.209910838,8189781.501250389
99,2058.25,34953.2487527161,20036.58208604943,14916.666666666666,100.0,0.0,34953.2487527161,0.0,15452471.453674419,3293916.3096683184
100,2058.3333333333335,34992.90883381744,20076.242167150776,14916.666666666666,100.0,0.0,34992.90883381744,0.0,15627435.997843506,3455156.2025471213
101,2058.4166666666665,35032.32926367496,20115.662597008297,14916.666666666666,100.0,0.0,35032.32926367496,0.0,15802597.644161882,3615921.3646882162
102,2058.5,35071.51025476738,20154.843588100714,14916.666666666666,100.0,0.0,35071.51025476738,0.0,15977955.195435718,3776212.576942519
103,2058.5833333333335,35312.38989453866,20395.723227871997,14916.666666666666,101.0,0.0,35312.38989453866,0.0,16154517.144908411,3937040.3073446183
104,2058.6666666666665,35351.47975849396,20434.81309182729,14916.666666666666,101.0,341449.4476269293,376800.9273854233,0.9061799555436509,16331274.543700881,4097393.371523152
105,2058.75,35390.32856053196,20473.661893865294,14916.666666666666,101.0,0.0,35390.32856053196,0.0,16508226.18650354,4257272.541944466
106,2058.8333333333335,35428.93659920835,20512.269932541683,14916.666666666666,101.0,368056.5491124227,403485.485711631,0.91219278548094,16685370.869499583,4416678.589349072
107,2058.9166666666665,35467.304193316355,20550.637526649687,14916.666666666666,101.0,0.0,35467.304193316355,0.0,16862707.390466165,4575612.282860033
108,2059.0,35505.431681585644,20588.76501491898,14916.666666666666,101.0,17752.715840792822,53258.147522378466,0.3333333333333333,17040234.548874095,4734074.390089379
109,2059.0833333333335,35543.31942237883,20626.652755712166,14916.666666666666,101.0,321193.429241102,356736.74866348086,0.9003654107530487,17217951.145985987,4892065.677242567
110,2059.1666666666665,35785.564834248114,20868.898167581447,14916.666666666666,102.0,0.0,35785.564834248114,0.0,17396878.97015723,5050609.894425296
111,2059.25,35823.344622277,20906.677955610332,14916.666666666666,102.0,125978.62623180167,161801.97085407865,0.7785976003062143,17575995.693268612,5208682.409643242
112,2059.3333333333335,35860.883490735105,20944.21682406844,14916.666666666666,102.0,447190.3319769503,483051.21546768537,0.9257617363491882,17755300.11072229,5366283.983723404
113,2059.4166666666665,35898.18187778598,20981.515211119317,14916.666666666666,102.0,0.0,35898.18187778598,0.0,17934791.020111218,5523415.376513486
114,2059.5,35935.24023989148,21018.573573224814,14916.666666666666,102.0,0.0,35935.24023989148,0.0,18114467.221310675,5680077.346977471
115,2059.5833333333335,35972.0590515045,21055.392384837833,14916.666666666666,102.0,486355.88777410454,522327.946825609,0.9311312762985003,18294327.5165682,5836270.653289255
116,2059.6666666666665,36215.42284533326,21298.756178666597,14916.666666666666,103.0,0.0,36215.42284533326,0.0,18475404.630794864,5993029.973127216
117,2059.75,36252.120336075976,21335.45366940931,14916.666666666666,103.0,512443.3013821861,548695.4217182621,0.9339303393081885,18656665.232475244,6149319.6165862335
118,2059.8333333333335,36288.57747102694,21371.910804360276,14916.666666666666,103.0,36306.68613495235,72595.2636059793,0.5001247234531973,18838108.119830377,6305140.3388722595
119,2059.9166666666665,36324.79479887777,21408.128132211103,14916.666666666666,103.0,0.0,36324.79479887777,0.0,19019732.093824767,6460492.894788015
120,2060.0,36360.77288494867,21444.106218282002,14916.666666666666,103.0,36378.64259791483,72739.4154828635,0.5001228337679616,19201535.95824951,6615378.038817808
121,2060.0833333333335,36396.51231088099,21479.84564421433,14916.666666666666,103.0,0.0,36396.51231088099,0.0,19383518.519803915,6769796.525210472
122,2060.1666666666665,36432.01367433242,21515.347007665754,14916.666666666666,103.0,36554.26024762895,72986.27392196137,0.5008374627633905,19565678.588175576,6923749.108060423
123,2060.25,36676.50682092548,21759.840154258818,14916.666666666666,104.0,589856.8906290111,626533.3974499366,0.9414612102559845,19749061.122280207,7078282.687548134
124,2060.3333333333335,36711.87398380671,21795.207317140048,14916.666666666666,104.0,203392.35657595837,240104.23055976507,0.8471002618395405,19932620.49219924,6779753.756317657
125,2060.4166666666665,36747.00267726288,21830.336010596213,14916.666666666666,104.0,0.0,36747.00267726288,0.0,20116355.50558555,6935239.795719315
126,2060.5,36781.89356637732,21865.22689971066,14916.666666666666,104.0,0.0,36781.89356637732,0.0,20300264.97341744,7090252.431069038
127,2060.5833333333335,36816.54733087781,21899.880664211145,14916.666666666666,104.0,0.0,36816.54733087781,0.0,20484347.71007183,7244792.449260639
128,2060.6666666666665,36850.96466483543,21934.297998168768,14916.666666666666,104.0,616571.7197816303,653422.6844464658,0.9436031751850595,20668602.533396006,7398860.637379564
129,2060.75,36885.14627636476,21968.479609698097,14916.666666666666,104.0,629371.4818976923,666256.6281740571,0.944638229900313,20853028.264777828,7552457.782772308
130,2060.8333333333335,37130.65467790712,22213.988011240457,14916.666666666666,105.0,0.0,37130.65467790712,0.0,21038681.538167365,4720989.914068055
131,2060.9166666666665,37164.691180770926,22248.02451410426,14916.666666666666,105.0,0.0,37164.691180770926,0.0,21224504.99407122,4887142.578663292
132,2061.0,37198.491921471585,22281.825254804917,14916.666666666666,105.0,0.0,37198.491921471585,0.0,21410497.45367858,5052771.944192886
133,2061.0833333333335,37232.057668641966,22315.391001975302,14916.666666666666,105.0,0.0,37232.057668641966,0.0,21596657.742021788,5217879.016101959
134,2061.1666666666665,37265.389203600214,22348.72253693355,14916.666666666666,105.0,0.0,37265.389203600214,0.0,21782984.688039787,5382464.799552869
135,2061.25,37298.48732005699,22381.82065339033,14916.666666666666,105.0,37314.92007193992,74613.40739199691,0.500110119296634,21969477.124640074,5546530.29948835
136,2061.3333333333335,37331.352823822854,22414.68615715619,14916.666666666666,105.0,475839.71005774406,513171.06288156693,0.9272535894479333,22156133.88875919,5710076.520692929
137,2061.4166666666665,37363.98653251927,22447.31986585261,14916.666666666666,105.0,75146.31887938592,112510.3054119052,0.6679060962839974,22342953.821421787,5873104.467852638
138,2061.5,37610.48187156425,22693.81520489758,14916.666666666666,106.0,503057.1340495339,540667.6159210982,0.9304369620742129,22531006.230779607,6036685.608594407
139,2061.5833333333335,37642.960894673575,22726.29422800691,14916.666666666666,106.0,0.0,37642.960894673575,0.0,22719221.035252973,6199747.556365298
140,2061.6666666666665,37675.20846001473,22758.541793348064,14916.666666666666,106.0,0.0,37675.20846001473,0.0,22907597.07755305,6362291.317180516
141,2061.75,37707.22543780811,22790.558771141445,14916.666666666666,106.0,132521.694720931,170228.9201587391,0.7784910730641657,23096133.20474209,6524317.897214638
142,2061.8333333333335,37739.012708766626,22822.34604209996,14916.666666666666,106.0,0.0,37739.012708766626,0.0,23284828.268285923,6685828.30285341
143,2061.9166666666665,37770.57116381681,22853.904497150143,14916.666666666666,106.0,0.0,37770.57116381681,0.0,23473681.124105006,6846823.540743938
144,2062.0,37801.90170382213,22885.235037155464,14916.666666666666,106.0,0.0,37801.90170382213,0.0,23662690.632624116,7007304.6178432815
145,2062.0833333333335,37833.0052393072,22916.338572640536,14916.666666666666,106.0,597272.7117887893,635105.7170280964,0.9404303815491658,23851855.65882065,7167272.5414654715
146,2062.1666666666665,38080.36586021905,23163.699193552384,14916.666666666666,107.0,0.0,38080.36586021905,0.0,24042257.488121748,7327810.735177128
147,2062.25,38111.3073281221,23194.640661455433,14916.666666666666,107.0,623986.2272573195,662097.5345854416,0.9424385300694638,24232814.02476236,7487834.727087834
148,2062.3333333333335,38142.02246307593,23225.35579640927,14916.666666666666,107.0,153207.57118748868,191349.5936505646,0.8006683905860315,24423524.137077738,3930022.123500216
149,2062.4166666666665,38172.51222048113,23255.84555381446,14916.666666666666,107.0,0.0,38172.51222048113,0.0,24614386.698180143,4104509.5924213706
150,2062.5,38202.77756414156,23286.11089747489,14916.666666666666,107.0,0.0,38202.77756414156,0.0,24805400.586000852,4278421.356940323
151,2062.5833333333335,38232.81946600109,23316.152799334424,14916.666666666666,107.0,0.0,38232.81946600109,0.0,24996564.683330856,4451758.698616411
152,2062.6666666666665,38262.638905884385,23345.97223921772,14916.666666666666,107.0,385376.908214022,423639.5471199064,0.9096811448175433,25187877.877860278,4624522.898568264
153,2062.75,38292.23687124031,23375.570204573647,14916.666666666666,107.0,0.0,38292.23687124031,0.0,25379339.06221648,4796715.237513765
154,2062.8333333333335,38540.35218576718,23623.685519100516,14916.666666666666,108.0,0.0,38540.35218576718,0.0,25572040.823145315,4969430.684952959
155,2062.9166666666665,38569.78269838578,23653.116031719117,14916.666666666666,108.0,0.0,38569.78269838578,0.0,25764889.736637242,5141573.637257584
156,2063.0,38598.99270026883,23682.326033602163,14916.666666666666,108.0,116012.23022604585,154611.2229263147,0.750348053849464,25957884.700138588,5313145.377270356
157,2063.0833333333335,38627.98321633312,23711.31654966646,14916.666666666666,108.0,135197.94125716592,173825.92447349904,0.7777777777777778,26151024.616220254,5484147.187613395
158,2063.1666666666665,38656.75527793428,23740.088611267616,14916.666666666666,108.0,471215.02922677866,509871.7845047129,0.9241833801109719,26344308.392609924,5654580.350721344
159,2063.25,38685.30992262436,23768.643255957693,14916.666666666666,108.0,0.0,38685.30992262436,0.0,26537734.942223046,5824446.148873126
160,2063.3333333333335,38713.64819391089,23796.98152724423,14916.666666666666,108.0,499478.82201853144,538192.4702124423,0.9280672801337608,26731303.1831926,5993745.864222378
161,2063.4166666666665,38741.77114102022,23825.104474353553,14916.666666666666,108.0,355795.6832038048,394537.454344825,0.9018045797315861,26925012.0388977,6162480.7788265515
162,2063.5,38769.67981866363,23853.013151996965,14916.666666666666,108.0,19384.839909331815,58154.519727995445,0.3333333333333333,27118860.437991016,6330652.174674759
163,2063.5833333333335,39018.49295921373,24101.826292547063,14916.666666666666,109.0,19509.246479606863,58527.73943882059,0.33333333333333337,27313952.902787086,6499366.92207635
164,2063.6666666666665,39046.23075806038,24129.564091393713,14916.666666666666,109.0,78174.61248003134,117220.84323809172,0.6669002740515004,27509184.05657739,6667517.380358
165,2063.75,39073.755527785754,24157.08886111909,14916.666666666666,109.0,0.0,39073.755527785754,0.0,27704552.834216315,6835104.835578771
166,2063.8333333333335,39101.06835270131,24184.401686034646,14916.666666666666,109.0,583510.8811550583,622611.9495077595,0.9371983329526284,27900058.175979823,7002130.5738607
167,2063.9166666666665,39128.17032151525,24211.503654848584,14916.666666666666,109.0,0.0,39128.17032151525,0.0,28095699.0275874,7168595.881410523
168,2064.0,39155.062527114154,24238.39586044749,14916.666666666666,109.0,216853.84312753455,256008.9056546487,0.847055857580464,28291474.34022297,7334502.044540217
169,2064.0833333333335,39181.746066346095,24265.07939967943,14916.666666666666,109.0,0.0,39181.746066346095,0.0,28487383.0705547,7499850.349686364
170,2064.1666666666665,39208.22203980819,24291.555373141528,14916.666666666666,109.0,0.0,39208.22203980819,0.0,28683424.18075374,7664642.083428378
171,2064.25,39234.49155163698,24317.824884970316,14916.666666666666,109.0,0.0,39234.49155163698,0.0,28879596.638511926,7828878.532505611
172,2064.3333333333335,39483.89414088434,24567.227474217678,14916.666666666666,110.0,666139.806332605,705623.7004734892,0.9440439796531923,29077016.109216347,7993677.67599126
173,2064.4166666666665,39509.991301896975,24593.32463523031,14916.666666666666,110.0,0.0,39509.991301896975,0.0,29274566.065725833,8157920.642184115
174,2064.5,39535.88346928513,24619.216802618466,14916.666666666666,110.0,0.0,39535.88346928513,0.0,29472245.48307226,8321608.72352144
175,2064.5833333333335,39561.57176954106,24644.905102874392,14916.666666666666,110.0,0.0,39561.57176954106,0.0,29670053.341919962,8484743.212687807
176,2064.6666666666665,39587.05733171364,24670.390665046973,14916.666666666666,110.0,720610.4502189035,760197.5075506171,0.9479252997562904,29867988.62857853,8647325.402626842
177,2064.75,39612.34128721481,24695.674620548147,14916.666666666666,110.0,0.0,39612.34128721481,0.0,30066050.335014604,8809356.58655197
178,2064.8333333333335,39637.42476962773,24720.758102961066,14916.666666666666,110.0,0.0,39637.42476962773,0.0,30264237.458862744,8970838.057956142
179,2064.9166666666665,39662.30891451907,24745.642247852404,14916.666666666666,110.0,119621.58312919305,159283.8920437121,0.750996108861814,30462549.00343534,9131771.110620588
180,2065.0,39686.9948592543,24770.328192587636,14916.666666666666,110.0,0.0,39686.9948592543,0.0,30660983.97773161,9292157.038622608
181,2065.0833333333335,39936.89117077972,25020.22450411306,14916.666666666666,111.0,0.0,39936.89117077972,0.0,30860668.43358551,9453124.173482245
182,2065.1666666666665,39961.40497870011,25044.73831203345,14916.666666666666,111.0,801128.5984155196,841090.0033942197,0.9524885507883392,31060475.45847901,9613543.180986235
183,2065.25,39985.7222368246,25069.055570157936,14916.666666666666,111.0,814451.2801874653,854437.0024242898,0.9532022581847774,31260404.06966313,9773415.362249583
