t,year,earth_arrivals_tons,rocket_arrivals_tons,elevator_arrivals_tons,rocket_trips,isru_production_tons,total_supply_tons,isru_share,cumulative_city_tons,capacity_tpy,N_t,C_dom,C_ag,M_dot_base,C_ind,loss_bio,loss_ind,loss_leak,net_loss,W_preempt,W_reactive,q_E_preempt,q_E_reactive
1067,2138.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,473341.93150649976,3791172.399830656,10233.333333333347,14400.000000000015
1068,2139.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,473302.48634554096,3795023.1354640033,10233.333333333347,14400.000000000015
1069,2139.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,473263.0444716789,3798873.5502027143,10233.333333333347,14400.000000000015
1070,2139.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,473223.60588463966,3802723.6440735306,10233.333333333347,14400.000000000015
1071,2139.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,473184.1705841493,3806573.417103191,10233.333333333347,14400.000000000015
1072,2139.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,473144.73856993404,3810422.869318432,10233.333333333347,14400.000000000015
1073,2139.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,473105.3098417199,3814272.000745989,10233.333333333347,14400.000000000015
1074,2139.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,473065.88439923315,3818120.8114125933,10233.333333333347,14400.000000000015
1075,2139.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,473026.4622421999,3821969.3013449754,10233.333333333347,14400.000000000015
1076,2139.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472987.0433703465,3825817.470569863,10233.333333333347,14400.000000000015
1077,2139.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472947.627783399,3829665.319113982,10233.333333333347,14400.000000000015
1078,2139.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472908.2154810838,3833512.8470040555,10233.333333333347,14400.000000000015
1079,2139.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472868.8064631271,3837360.054266805,10233.333333333347,14400.000000000015
1080,2140.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472829.4007292552,3841206.940928949,10233.333333333347,14400.000000000015
1081,2140.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472789.9982791945,3845053.507017205,10233.333333333347,14400.000000000015
1082,2140.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472750.59911267133,3848899.752558287,10233.333333333347,14400.000000000015
1083,2140.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472711.203229412,3852745.6775789065,10233.333333333347,14400.000000000015
1084,2140.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472671.810629143,3856591.2821057746,10233.333333333347,14400.000000000015
1085,2140.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472632.4213115906,3860436.566165599,10233.333333333347,14400.000000000015
1086,2140.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472593.03527648136,3864281.529785085,10233.333333333347,14400.000000000015
1087,2140.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472553.6525235417,3868126.1729909363,10233.333333333347,14400.000000000015
1088,2140.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472514.2730524981,3871970.4958098535,10233.333333333347,14400.000000000015
1089,2140.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472474.8968630771,3875814.498268536,10233.333333333347,14400.000000000015
1090,2140.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472435.5239550053,3879658.18039368,10233.333333333347,14400.000000000015
1091,2140.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472396.1543280091,3883501.5422119806,10233.333333333347,14400.000000000015
1092,2141.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472356.78798181517,3887344.583750129,10233.333333333347,14400.000000000015
1093,2141.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472317.42491615005,3891187.3050348167,10233.333333333347,14400.000000000015
1094,2141.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472278.0651307404,3895029.70609273,10233.333333333347,14400.000000000015
1095,2141.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472238.7086253129,3898871.7869505556,10233.333333333347,14400.000000000015
1096,2141.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472199.3553995942,3902713.5476349765,10233.333333333347,14400.000000000015
1097,2141.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472160.0054533109,3906554.988172673,10233.333333333347,14400.000000000015
1098,2141.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472120.65878618986,3910396.1085903253,10233.333333333347,14400.000000000015
1099,2141.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472081.31539795775,3914236.9089146093,10233.333333333347,14400.000000000015
1100,2141.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472041.9752883413,3918077.3891721996,10233.333333333347,14400.000000000015
1101,2141.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,472002.6384570673,3921917.5493897684,10233.333333333347,14400.000000000015
1102,2141.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471963.3049038626,3925757.389593986,10233.333333333347,14400.000000000015
1103,2141.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471923.974628454,3929596.9098115196,10233.333333333347,14400.000000000015
1104,2142.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471884.64763056836,3933436.110069035,10233.333333333347,14400.000000000015
1105,2142.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471845.3239099325,3937274.9903931958,10233.333333333347,14400.000000000015
1106,2142.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471806.0034662734,3941113.550810663,10233.333333333347,14400.000000000015
1107,2142.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471766.686299318,3944951.7913480955,10233.333333333347,14400.000000000015
1108,2142.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471727.3724087931,3948789.7120321495,10233.333333333347,14400.000000000015
1109,2142.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471688.0617944257,3952627.31288948,10233.333333333347,14400.000000000015
1110,2142.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471648.7544559429,3956464.593946739,10233.333333333347,14400.000000000015
1111,2142.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471609.45039307163,3960301.5552305765,10233.333333333347,14400.000000000015
1112,2142.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471570.1496055389,3964138.1967676403,10233.333333333347,14400.000000000015
1113,2142.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471530.85209307185,3967974.518584576,10233.333333333347,14400.000000000015
1114,2142.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471491.55785539746,3971810.5207080273,10233.333333333347,14400.000000000015
1115,2142.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471452.2668922429,3975646.2031646348,10233.333333333347,14400.000000000015
1116,2143.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471412.97920333524,3979481.5659810374,10233.333333333347,14400.000000000015
1117,2143.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471373.6947884017,3983316.609183872,10233.333333333347,14400.000000000015
1118,2143.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471334.4136471694,3987151.332799773,10233.333333333347,14400.000000000015
1119,2143.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471295.13577936555,3990985.7368553733,10233.333333333347,14400.000000000015
1120,2143.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471255.86118471733,3994819.8213773016,10233.333333333347,14400.000000000015
1121,2143.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471216.589862952,3998653.5863921866,10233.333333333347,14400.000000000015
1122,2143.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471177.3218137968,4002487.031926654,10233.333333333347,14400.000000000015
1123,2143.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471138.05703697907,4006320.1580073265,10233.333333333347,14400.000000000015
1124,2143.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471098.79553222604,4010152.9646608257,10233.333333333347,14400.000000000015
1125,2143.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471059.5372992651,4013985.4519137703,10233.333333333347,14400.000000000015
1126,2143.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,471020.28233782353,4017817.619792777,10233.333333333347,14400.000000000015
1127,2143.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470981.03064762877,4021649.468324461,10233.333333333347,14400.000000000015
1128,2144.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470941.7822284082,4025480.9975354336,10233.333333333347,14400.000000000015
1129,2144.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470902.5370798892,4029312.2074523056,10233.333333333347,14400.000000000015
1130,2144.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470863.29520179925,4033143.0981016844,10233.333333333347,14400.000000000015
1131,2144.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470824.0565938658,4036973.669510176,10233.333333333347,14400.000000000015
1132,2144.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470784.8212558164,4040803.921704383,10233.333333333347,14400.000000000015
1133,2144.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470745.5891873785,4044633.8547109077,10233.333333333347,14400.000000000015
1134,2144.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470706.3603882796,4048463.4685563482,10233.333333333347,14400.000000000015
1135,2144.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470667.1348582473,4052292.7632673015,10233.333333333347,14400.000000000015
1136,2144.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470627.91259700916,4056121.7388703623,10233.333333333347,14400.000000000015
1137,2144.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470588.6936042928,4059950.395392123,10233.333333333347,14400.000000000015
1138,2144.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470549.47787982586,4063778.732859174,10233.333333333347,14400.000000000015
1139,2144.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470510.26542333595,4067606.751298102,10233.333333333347,14400.000000000015
1140,2145.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470471.0562345507,4071434.4507354936,10233.333333333347,14400.000000000015
1141,2145.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470431.8503131979,4075261.831197932,10233.333333333347,14400.000000000015
1142,2145.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470392.6476590052,4079088.8927119984,10233.333333333347,14400.000000000015
1143,2145.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470353.44827170036,4082915.635304272,10233.333333333347,14400.000000000015
1144,2145.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470314.2521510111,4086742.05900133,10233.333333333347,14400.000000000015
1145,2145.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470275.05929666525,4090568.163829746,10233.333333333347,14400.000000000015
1146,2145.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470235.86970839056,4094393.949816094,10233.333333333347,14400.000000000015
1147,2145.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470196.6833859149,4098219.4169869423,10233.333333333347,14400.000000000015
1148,2145.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470157.5003289661,4102044.56536886,10233.333333333347,14400.000000000015
1149,2145.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470118.3205372721,4105869.3949884125,10233.333333333347,14400.000000000015
1150,2145.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470079.1440105607,4109693.9058721634,10233.333333333347,14400.000000000015
1151,2145.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470039.97074855986,4113518.098046674,10233.333333333347,14400.000000000015
1152,2146.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,470000.80075099756,4117341.971538503,10233.333333333347,14400.000000000015
1153,2146.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469961.6340176017,4121165.5263742083,10233.333333333347,14400.000000000015
1154,2146.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469922.4705481003,4124988.7625803435,10233.333333333347,14400.000000000015
1155,2146.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469883.31034222135,4128811.680183462,10233.333333333347,14400.000000000015
1156,2146.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469844.1533996929,4132634.279210113,10233.333333333347,14400.000000000015
1157,2146.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469804.999720243,4136456.559686845,10233.333333333347,14400.000000000015
1158,2146.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469765.8493035997,4140278.5216402044,10233.333333333347,14400.000000000015
1159,2146.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469726.7021494911,4144100.165096734,10233.333333333347,14400.000000000015
1160,2146.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469687.5582576454,4147921.490082976,10233.333333333347,14400.000000000015
1161,2146.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469648.41762779065,4151742.496625469,10233.333333333347,14400.000000000015
1162,2146.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469609.28025965503,4155563.18475075,10233.333333333347,14400.000000000015
1163,2146.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469570.1461529668,4159383.554485354,10233.333333333347,14400.000000000015
1164,2147.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469531.0153074541,4163203.6058558137,10233.333333333347,14400.000000000015
1165,2147.0833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469491.8877228452,4167023.338888659,10233.333333333347,14400.000000000015
1166,2147.1666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469452.7633988683,4170842.753610418,10233.333333333347,14400.000000000015
1167,2147.25,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469413.6423352518,4174661.850047617,10233.333333333347,14400.000000000015
1168,2147.3333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469374.52453172393,4178480.62822678,10233.333333333347,14400.000000000015
1169,2147.4166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469335.40998801304,4182299.0881744274,10233.333333333347,14400.000000000015
1170,2147.5,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469296.29870384745,4186117.22991708,10233.333333333347,14400.000000000015
1171,2147.5833333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469257.1906789555,4189935.0534812543,10233.333333333347,14400.000000000015
1172,2147.6666666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469218.08591306565,4193752.558893465,10233.333333333347,14400.000000000015
1173,2147.75,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469178.9844059063,4197569.746180224,10233.333333333347,14400.000000000015
1174,2147.8333333333335,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469139.88615720585,4201386.615368043,10233.333333333347,14400.000000000015
1175,2147.9166666666665,0.0,0.0,0.0,124.0,0.0,0.0,0.0,100000000.0,0.0,100000,2000.0,10000.0,0.0,0.0,480.00000000000045,0.0,0.0,480.00000000000045,469100.7911666928,4205203.166483429,10233.333333333347,14400.000000000015
