t,year,earth_arrivals_tons,rocket_arrivals_tons,elevator_arrivals_tons,rocket_trips,isru_production_tons,total_supply_tons,isru_share,cumulative_city_tons,capacity_tpy
175,2064.5833333333335,24644.905102874392,24644.905102874392,0.0,110.0,98611.0379590033,123255.94306187768,0.8000509793633074,16617970.008586638,1183332.4555080396
176,2064.6666666666665,24670.390665046973,24670.390665046973,0.0,110.0,108479.48807794368,133149.87874299067,0.8147171375749699,16741321.96191187,1301753.8569353241
177,2064.75,24695.674620548147,24695.674620548147,0.0,110.0,88953.35551693101,113649.03013747916,0.78270228447463,16864800.33501461,1067440.2662031723
178,2064.8333333333335,24720.758102961066,24720.758102961066,0.0,110.0,98883.03241184425,123603.79051480533,0.7999999999999999,16988404.125529416,1186596.388942131
179,2064.9166666666665,24745.6422478524,24745.6422478524,0.0,110.0,98982.56899140959,123728.21123926199,0.7999999999999999,17112132.336768676,1187790.8278969151
180,2065.0,24770.328192587633,24770.328192587633,0.0,110.0,99081.31277035052,123851.64096293815,0.7999999999999999,17235983.977731615,1188975.7532442063
181,2065.0833333333335,25020.22450411306,25020.22450411306,0.0,111.0,100080.89801645222,125101.12252056529,0.7999999999999999,17361085.10025218,1200970.7761974267
182,2065.1666666666665,25044.73831203345,25044.73831203345,0.0,111.0,100178.95324813378,125223.69156016724,0.7999999999999999,17486308.79181235,1202147.4389776054
183,2065.25,25069.055570157932,25069.055570157932,0.0,111.0,100276.22228063173,125345.27785078966,0.8,17611654.06966314,1203314.6673675808
184,2065.3333333333335,25093.17743164165,25093.17743164165,0.0,111.0,110313.89528431313,135407.07271595477,0.81468340664686,17737119.95682135,1323766.7434117575
185,2065.4166666666665,25117.10505056493,25117.10505056493,0.0,111.0,90527.23464451316,115644.33969507809,0.7828073114793881,17862705.48207417,1086326.815734158
186,2065.5,25140.839581764565,25140.839581764565,0.0,111.0,100563.35832705826,125704.19790882283,0.8,17988409.679982994,1206760.2999246991
187,2065.5833333333335,25164.38218066684,25164.38218066684,0.0,111.0,110629.50357597336,135793.8857566402,0.8146869276149546,18114231.59088633,1327554.0429116804
