t,year,rocket_arrivals_tons,elevator_arrivals_tons,isru_production_tons,cumulative_city_tons,D_E_aggressive,D_M,D_total_aggressive,D_E_conservative,D_M_conservative,D_total_conservative
683,2106.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,35379029854.14928,36182193791.506355
684,2107.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,35462054620.113174,36265218557.47025
685,2107.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,35545138914.93782,36348302852.2949
686,2107.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,35628282650.30311,36431446587.66019
687,2107.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,35711485737.83307,36514649675.19015
688,2107.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,35794748089.096794,36597912026.45387
689,2107.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,35878069615.60935,36681233552.96643
690,2107.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,35961450228.832695,36764614166.18977
691,2107.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36044889840.17658,36848053777.53366
692,2107.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36128388360.99947,36931552298.35655
693,2107.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36211945702.609436,37015109639.966515
694,2107.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36295561776.26507,37098725713.62215
695,2107.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36379236493.176384,37182400430.53346
696,2108.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36462969764.50572,37266133701.8628
697,2108.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36546761501.36864,37349925438.725716
698,2108.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36630611614.83481,37433775552.19189
699,2108.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36714520015.92893,37517683953.28601
700,2108.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36798486615.6316,37601650552.98868
701,2108.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36882511324.8802,37685675262.23728
702,2108.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,36966594054.56983,37769757991.92691
703,2108.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37050734715.55413,37853898652.91121
704,2108.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37134933218.64621,37938097156.00329
705,2108.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37219189474.619514,38022353411.97659
706,2108.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37303503394.20871,38106667331.56579
707,2108.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37387874888.11056,38191038825.467636
708,2109.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37472303866.9848,38275467804.34188
709,2109.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37556790241.45502,38359954178.812096
710,2109.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37641333922.109505,38444497859.46658
711,2109.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37725934819.50215,38529098756.85923
712,2109.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37810592844.1533,38613756781.510376
713,2109.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37895307906.550606,38698471843.907684
714,2109.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,37980079917.14992,38783243854.506996
715,2109.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38064908786.376114,38868072723.73319
716,2109.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38149794424.62398,38952958361.98106
717,2109.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38234736742.259056,39037900679.616135
718,2109.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38319735649.61849,39122899586.97557
719,2109.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38404791057.011894,39207954994.36897
720,2110.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38489902874.72219,39293066812.07927
721,2110.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38575071013.00645,39378234950.363525
722,2110.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38660295382.09675,39463459319.45383
723,2110.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38745575892.20102,39548739829.5581
724,2110.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38830912453.50385,39634076390.86093
725,2110.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,38916304976.16738,39719468913.52446
726,2110.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39001753370.332085,39804917307.68916
727,2110.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39087257546.11762,39890421483.4747
728,2110.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39172817413.62368,39975981350.98076
729,2110.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39258432882.93079,40061596820.28787
730,2110.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39344103864.101166,40147267801.458244
731,2110.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39429830267.17949,40232994204.53657
732,2111.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39515612002.19377,40318775939.55085
733,2111.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39601448979.156166,40404612916.513245
734,2111.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39687341108.06377,40490505045.420845
735,2111.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39773288298.89943,40576452236.25651
736,2111.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39859290461.63259,40662454398.98967
737,2111.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,39945347506.22006,40748511443.57714
738,2111.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40031459342.60684,40834623279.96392
739,2111.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40117625880.72692,40920789818.084
740,2111.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40203847030.5041,41007010967.861176
741,2111.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40290122701.852745,41093286639.20982
742,2111.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40376452804.67863,41179616742.035706
743,2111.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40462837248.87969,41266001186.23677
744,2112.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40549275944.34686,41352439881.70394
745,2112.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40635768800.96482,41438932738.3219
746,2112.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40722315728.612785,41525479665.969864
747,2112.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40808916637.16532,41612080574.5224
748,2112.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40895571436.493095,41698735373.850174
749,2112.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,40982280036.46367,41785443973.82075
750,2112.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41069042346.94227,41872206284.29935
751,2112.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41155858277.79256,41959022215.149635
752,2112.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41242727738.87741,42045891676.23449
753,2112.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41329650640.05968,42132814577.416756
754,2112.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41416626891.20295,42219790828.56003
755,2112.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41503656402.17233,42306820339.52941
756,2113.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41590739082.8352,42393903020.192276
757,2113.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41677874843.061935,42481038780.419014
758,2113.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41765063592.726715,42568227530.08379
759,2113.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41852305241.708244,42655469179.06532
760,2113.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,41939599699.89051,42742763637.24759
761,2113.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42026946877.16353,42830110814.52061
762,2113.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42114346683.424095,42917510620.78117
763,2113.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42201799028.576515,43004962965.93359
764,2113.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42289303822.53335,43092467759.89043
765,2113.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42376860975.216156,43180024912.573235
766,2113.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42464470396.55622,43267634333.9133
767,2113.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42552131996.495285,43355295933.85236
768,2114.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42639845684.986275,43443009622.34335
769,2114.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42727611371.994026,43530775309.351105
770,2114.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42815428967.496025,43618592904.8531
771,2114.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42903298381.4831,43706462318.84018
772,2114.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,42991219523.96017,43794383461.317245
773,2114.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43079192304.94692,43882356242.304
774,2114.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43167216634.47857,43970380571.83565
775,2114.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43255292422.60652,44058456359.9636
776,2114.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43343419579.399124,44146583516.7562
777,2114.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43431598014.942345,44234761952.29942
778,2114.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43519827639.34047,44322991576.69755
779,2114.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43608108362.71682,44411272300.0739
780,2115.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43696440095.21443,44499604032.57151
781,2115.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43784822746.996765,44587986684.35384
782,2115.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43873256228.24838,44676420165.60546
783,2115.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,43961740449.17565,44764904386.53273
784,2115.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44050275320.00741,44853439257.36449
785,2115.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44138860750.99567,44942024688.352745
786,2115.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44227496652.416275,45030660589.77335
787,2115.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44316182934.56961,45119346871.92669
788,2115.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44404919507.78124,45208083445.13832
789,2115.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44493706282.40261,45296870219.75969
790,2115.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44582543168.81169,45385707106.16877
791,2115.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44671430077.413666,45474594014.770744
792,2116.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44760366918.64159,45563530855.998665
793,2116.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44849353602.95703,45652517540.31411
794,2116.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,44938390040.85076,45741553978.20784
795,2116.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45027476142.843376,45830640080.200455
796,2116.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45116611819.485985,45919775756.84306
797,2116.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45205796981.36083,46008960918.71791
798,2116.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45295031539.08195,46098195476.439026
799,2116.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45384315403.29581,46187479340.652885
800,2116.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45473648484.68196,46276812422.03904
801,2116.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45563030693.953674,46366194631.31075
802,2116.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45652461941.85856,46455625879.21564
803,2116.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45741942139.17922,46545106076.5363
804,2117.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45831471196.73388,46634635134.09096
805,2117.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,45921049025.37699,46724212962.73407
806,2117.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46010675535.99989,46813839473.35697
807,2117.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46100350639.531395,46903514576.88847
808,2117.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46190074246.93842,46993238184.2955
809,2117.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46279846269.22664,47083010206.58372
810,2117.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46369666617.44103,47172830554.79811
811,2117.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46459535202.66654,47262699140.02362
812,2117.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46549451936.02868,47352615873.38576
813,2117.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46639416728.6941,47442580666.05118
814,2117.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46729429491.87124,47532593429.22832
815,2117.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46819490136.8109,47622654074.16798
816,2118.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46909598574.80684,47712762512.16392
817,2118.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,46999754717.19638,47802918654.55346
818,2118.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47089958475.360985,47893122412.71806
819,2118.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47180209760.72686,47983373698.08394
820,2118.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47270508484.76553,48073672422.12261
821,2118.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47360854558.994446,48164018496.351524
822,2118.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47451247894.97751,48254411832.33459
823,2118.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47541688404.32571,48344852341.682785
824,2118.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47632175998.69767,48435339936.05475
825,2118.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47722710589.800224,48525874527.1573
826,2118.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47813292089.388985,48616456026.74606
827,2118.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47903920409.268906,48707084346.625984
828,2119.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,47994595461.29486,48797759398.65194
829,2119.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48085317157.37218,48888481094.729256
830,2119.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48176085409.45722,48979249346.8143
831,2119.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48266900129.557945,49070064066.91502
832,2119.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48357761229.73443,49160925167.09151
833,2119.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48448668622.09944,49251832559.45652
834,2119.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48539622218.81898,49342786156.176056
835,2119.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48630621932.11281,49433785869.46989
836,2119.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48721667674.25503,49524831611.61211
837,2119.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48812759357.57458,49615923294.931656
838,2119.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48903896894.455795,49707060831.812874
839,2119.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,48995080197.33894,49798244134.69602
840,2120.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,49086309178.720726,49889473116.077805
841,2120.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,49177583751.15485,49980747688.511925
842,2120.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,49268903827.252495,50072067764.60957
843,2120.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,49360269319.6829,50163433257.03998
844,2120.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,49451680141.173836,50254844078.530914
845,2120.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,49543136204.51213,50346300141.86921
846,2120.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,49634637422.5442,50437801359.901276
847,2120.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,49726183708.17654,50529347645.533615
848,2120.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,49817774974.37623,50620938911.73331
849,2120.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,49909411134.17147,50712575071.52855
850,2120.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50001092100.652054,50804256038.00913
851,2120.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50092817786.969864,50895981724.32694
852,2121.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50184588106.3394,50987752043.69648
853,2121.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50276402972.03824,51079566909.39532
854,2121.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50368262297.407555,51171426234.76463
855,2121.25,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50460165995.85258,51263329933.209656
856,2121.333333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50552113980.84311,51355277918.20019
857,2121.4166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50644106165.913994,51447270103.27107
858,2121.5,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50736142464.66559,51539306402.02267
859,2121.583333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50828222790.76425,51631386728.12133
860,2121.6666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,50920347057.94282,51723510995.2999
861,2121.75,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,51012515180.001076,51815679117.358154
862,2121.833333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,51104727070.80621,51907891008.16329
863,2121.9166666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,51196982644.29332,52000146581.6504
864,2122.0,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,51289281814.46581,52092445751.82289
865,2122.083333333333,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,51381624495.395935,52184788432.75301
866,2122.1666666666665,0.0,0.0,0.0,100000000.0,8873141591.631674,7999999999.999983,16873141591.631657,803163937.3570802,51474010601.22518,52277174538.58226
