t,year,rocket_arrivals_tons,elevator_arrivals_tons,isru_production_tons,cumulative_city_tons,D_E_aggressive,D_M,D_total_aggressive,D_E_conservative,D_M_conservative,D_total_conservative
1084,2140.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1085,2140.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1086,2140.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1087,2140.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1088,2140.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1089,2140.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1090,2140.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1091,2140.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1092,2141.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1093,2141.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1094,2141.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1095,2141.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1096,2141.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1097,2141.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1098,2141.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1099,2141.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1100,2141.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1101,2141.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1102,2141.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1103,2141.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1104,2142.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1105,2142.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1106,2142.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1107,2142.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1108,2142.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1109,2142.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1110,2142.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1111,2142.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1112,2142.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1113,2142.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1114,2142.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1115,2142.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1116,2143.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1117,2143.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1118,2143.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1119,2143.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1120,2143.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1121,2143.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1122,2143.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1123,2143.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1124,2143.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1125,2143.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1126,2143.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1127,2143.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1128,2144.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1129,2144.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1130,2144.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1131,2144.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1132,2144.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1133,2144.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1134,2144.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1135,2144.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1136,2144.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1137,2144.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1138,2144.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1139,2144.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1140,2145.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1141,2145.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1142,2145.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1143,2145.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1144,2145.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1145,2145.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1146,2145.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1147,2145.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1148,2145.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1149,2145.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1150,2145.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1151,2145.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1152,2146.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1153,2146.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1154,2146.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1155,2146.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1156,2146.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1157,2146.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1158,2146.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1159,2146.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1160,2146.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1161,2146.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1162,2146.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1163,2146.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1164,2147.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1165,2147.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1166,2147.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1167,2147.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1168,2147.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1169,2147.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1170,2147.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1171,2147.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1172,2147.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1173,2147.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1174,2147.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1175,2147.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1176,2148.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1177,2148.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1178,2148.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1179,2148.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1180,2148.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1181,2148.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1182,2148.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1183,2148.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1184,2148.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1185,2148.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1186,2148.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1187,2148.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1188,2149.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1189,2149.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1190,2149.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1191,2149.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1192,2149.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1193,2149.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1194,2149.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1195,2149.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1196,2149.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1197,2149.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1198,2149.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1199,2149.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1200,2150.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1201,2150.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1202,2150.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1203,2150.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1204,2150.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1205,2150.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1206,2150.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1207,2150.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1208,2150.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1209,2150.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1210,2150.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1211,2150.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1212,2151.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1213,2151.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1214,2151.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1215,2151.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1216,2151.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1217,2151.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1218,2151.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1219,2151.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1220,2151.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1221,2151.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1222,2151.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1223,2151.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1224,2152.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1225,2152.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1226,2152.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1227,2152.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1228,2152.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1229,2152.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1230,2152.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1231,2152.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1232,2152.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1233,2152.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1234,2152.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1235,2152.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1236,2153.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1237,2153.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1238,2153.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1239,2153.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1240,2153.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1241,2153.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1242,2153.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1243,2153.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1244,2153.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1245,2153.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1246,2153.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1247,2153.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1248,2154.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1249,2154.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1250,2154.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1251,2154.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1252,2154.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1253,2154.4166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1254,2154.5,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1255,2154.5833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1256,2154.6666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1257,2154.75,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1258,2154.8333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1259,2154.9166666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1260,2155.0,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1261,2155.0833333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1262,2155.1666666666665,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1263,2155.25,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
1264,2155.3333333333335,0.0,0.0,0.0,100000000.0,13174981984.139841,80000000.00000003,13254981984.139841,76777846.8309332,40000000.000000015,116777846.83093321
